N°,Área,Fecha,Personal de dirección,Empresa,Nombre de Empresa o Contrata ,1. Los líderes realizan actividades para fortalecer el compromiso de los trabajadores con la seguridad.,"2. Las medidas correctivas establecidas como resultado de auditorías, fiscalizaciones e inspecciones se cumplen dentro del plazo programado.",3.Las normas de seguridad son respetadas de la misma forma por personal propio y contratistas.,4.Los líderes demuestran comportamientos seguros en su día a día.,5.Los líderes se involucran en las actividades de seguridad.,"6. Los líderes cumplen las normas, estándares y procedimientos de seguridad y salud ocupacional.",7. Los líderes gestionan oportunamente las necesidades o requerimientos de seguridad.,8.  Los líderes supervisan la integración de la seguridad al proceso productivo en las labores diarias.,9.Los líderes corrigen las condiciones inseguras en campo.,"10.Aplico mi derecho a decir que ""No"", cuando es necesario.",11. Detengo mi tarea cuando surge un riesgo que no puedo controlar.,12. Me coloco los equipos de protección personal completos al iniciar una tarea.,"13. Los líderes involucran a los trabajadores en la revisión del IPERC (Identificación de peligros, evaluación de riesgos y controles).",14.En esta empresa se reportan los actos y condiciones subestándar.,15. Todos los estándares y procedimientos son cumplidos sin distinción por el personal propio y contratista.,"16.Los líderes mantienen informados a sus trabajadores en relación a cambios, logros, actividades en general.",17. Puedo hablar con mi superior abiertamente sobre temas de seguridad.,18.El líder comunica avances de la gestión del área y escucha inquietudes de su equipo.,19.Los valores corporativos son entendidos por los trabajadores.,20.Los empleados disponen de buzón u otro mecanismo para plantear ideas y sugerencias para mejorar la seguridad.,21. El comité de seguridad y salud ocupacional mantiene informados a los trabajadores sobre sus actividades.,22. Existen mecanismos efectivos para que los trabajadores propongan mejoras de seguridad en las operaciones.,23.La empresa aplica reconocimientos por desempeño seguro.,"24.Cuando se evidencia el incumplimiento de una norma, se aplican sanciones de acuerdo con el reglamento interno de trabajo.",25.La empresa evalúa el desempeño en seguridad.,26.La capacitación anual obligatoria de seguridad y salud ocupacional que brindan en mi área es efectiva.,27.El comité de seguridad y salud en el trabajo tiene participación en propuestas de mejora.,"28.La empresa realiza mejoras a su infraestructura, herramientas, equipos de trabajo de acuerdo con requerimientos identificados.","29.¿Has identificado los peligros, riesgos y controles a los que está expuesto en casa, los compartes con tu familia?",COMENTARIOS
279,Seguridad Patrimonial,13/04/2026,Colaboradores,Empresa contratista,J & V Resguardo,2,2,3,3,3,3,3,3,3,2,3,5,4,3,3,5,3,3,3,4,4,3,2,5,4,5,5,5,5,
280,Seguridad Patrimonial,13/04/2026,Colaboradores,Empresa contratista,J & V Resguardo,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,
281,Seguridad Patrimonial,13/04/2026,Colaboradores,Empresa contratista,J & V Resguardo,5,5,5,5,5,5,4,4,5,4,4,5,5,4,4,4,4,4,4,3,3,3,2,4,4,5,5,4,1,
282,Seguridad Patrimonial,13/04/2026,Colaboradores,Empresa contratista,J & V Resguardo,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,
283,Seguridad Patrimonial,13/04/2026,Colaboradores,Empresa contratista,J & V Resguardo,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,
284,Seguridad Patrimonial,13/04/2026,Colaboradores,Empresa contratista,J & V Resguardo,4,4,3,3,4,4,3,3,3,4,3,3,4,4,3,3,3,3,4,3,3,4,4,3,3,4,3,3,5,
285,Seguridad Patrimonial,13/04/2026,Colaboradores,Empresa contratista,J & V Resguardo,4,3,5,5,5,5,4,4,5,5,3,5,5,4,3,5,4,5,3,3,3,5,5,5,5,4,3,3,5,
286,Seguridad Patrimonial,13/04/2026,Colaboradores,Empresa contratista,J & V Resguardo,3,4,5,3,4,4,4,4,5,5,3,5,5,5,5,3,4,4,3,3,4,3,2,4,3,4,3,3,3,
287,Mina,13/04/2026, Jefe de zona,TItular minero,Raura,5,4,4,5,5,5,5,5,4,5,5,5,4,5,4,5,5,5,4,3,4,5,4,3,4,5,4,4,5,Tomo controles en casa si identifico un peligro 
288,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,5,3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,3,3,5,Usar los tres puntos de apoyo 
289,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,5,3,1,3,2,4,3,3,2,5,2,5,4,5,4,5,4,3,2,1,3,3,5,5,4,3,5,5,5,Siempre uso cituron de seguridad
290,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,4,3,3,3,4,4,4,5,4,4,5,Usamos el cinturon de seguridad
291,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,5,3,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,4,5,3,4,4,5,4,4,5,4,4,5,Para cargar cosas muy pesadas se sugiere apoyar
292,RRHH,13/04/2026,Asistentes,Empresa contratista,Newrest,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,"Tnego mochila de emergencia , aplico los tres puntos de apoyo"
293,RRHH,13/04/2026,Asistentes,Empresa contratista,Newrest,5,4,5,4,4,5,4,5,5,4,5,5,4,5,5,5,5,5,4,4,4,4,5,5,5,4,5,3,4,Tnego botiquin en caso de emergencia 
294,RRHH,13/04/2026,Asistentes,Empresa contratista,Newrest,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,Hablo con mi familia de los 3 puntos de apoyo
295,RRHH,13/04/2026,Supervisores,Empresa contratista,Newrest,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,Coloque barandas en el servicio higienico para que mi familia puede agarrarse ya que tiene dificultad para movilizarse
296,RRHH,13/04/2026,Supervisores,Empresa contratista,Newrest,4,4,4,3,3,3,4,3,4,4,4,5,3,4,4,3,4,3,4,3,4,4,4,4,4,4,4,3,3,
297,RRHH,13/04/2026,Asistentes,Empresa contratista,Newrest,4,4,3,3,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,
298,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,2,2,2,3,5,5,2,5,5,5,5,5,5,5,2,5,5,2,5,3,3,5,3,5,5,5,5,5,5,
299,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,4,3,4,5,5,4,4,4,5,5,4,4,5,4,4,5,5,4,4,4,4,3,4,4,4,4,4,4,1,
300,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,2,2,2,2,2,2,2,2,2,5,5,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,3,
301,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NO TIENE LOS TRES PUNTOS DE APOYO MIS ESCALERAS
302,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,4,4,4,5,5,5,5,3,5,5,5,5,5,3,3,5,3,4,4,5,3,4,4,4,4,3,4,4,1,Bueno mi hogar se mantiene seguro libre de peligros
303,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,4,4,4,4,4,4,3,4,3,3,4,5,4,4,4,4,4,4,3,2,4,3,4,4,4,4,4,4,3,En casa identifique inadecuada iluminación en algunas zonas
304,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,MI casa es un ambiente seguro
305,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,4,5,5,5,4,5,5,5,5,3,1,5,5,5,5,5,3,3,3,4,4,4,4,5,5,5,5,5,2,
306,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,4,3,4,3,4,4,4,3,4,2,2,5,4,3,4,5,3,3,4,3,3,3,4,3,4,4,4,3,2,
307,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,4,4,4,4,5,4,4,5,5,4,4,5,4,5,4,5,4,4,4,4,4,4,5,5,5,5,4,4,3,Mi casa es segura
308,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,5,4,5,5,5,4,5,5,4,5,4,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,4,5,"mki casa se encuentra en instalaciones de agua, luz"
309,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,4,5,5,5,2,Mi casa esta en construccion y si hay peligros
310,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,5,5,4,5,4,4,5,5,4,5,5,5,5,5,4,5,5,5,4,5,5,4,5,2,5,5,2,4,2,mi hogas esta bien 
311,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,4,4,4,3,3,5,5,5,5,5,2,5,5,5,5,5,3,3,3,4,5,3,5,5,5,5,5,4,2,
312,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,4,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,
313,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,4,5,En cada esquina pongo microporoso para evitar golpes
314,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,5,4,4,5,5,4,4,5,5,3,4,5,4,4,4,3,5,4,4,4,4,4,3,5,3,4,3,2,1,mi casa esta bien 
315,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,4,4,4,4,5,5,4,5,5,4,5,5,5,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,1,poniendo señalizaciones
316,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,5,4,5,5,5,4,5,5,2,5,4,3,5,5,3,3,5,3,3,2,3,5,3,3,4,5,3,2,5,Siempre mntener limpieza y orden 
317,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,5,4,4,4,4,4,4,4,4,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,5,5,5,5,4,Desde que trabajo en mineria en mi casa usamos guantes
318,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,4,4,3,4,5,4,3,3,3,2,4,5,4,5,4,4,4,4,4,3,3,3,2,2,3,4,4,3,5,Se realiza orden y limpieza para evitar caidas
319,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,5,3,5,4,5,5,5,5,4,3,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,mejorar el piso de mi ccasa 
320,RRHH,13/04/2026,Colaboradores,Empresa contratista,Newrest,5,3,5,4,5,5,4,5,5,5,4,5,5,4,5,5,3,3,2,3,4,3,3,3,5,4,4,3,3,
321,RRHH,,Colaboradores,Empresa contratista,Newrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,RRHH,,Colaboradores,Empresa contratista,Newrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,RRHH,,Colaboradores,Empresa contratista,Newrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,RRHH,,Colaboradores,Empresa contratista,Newrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,RRHH,,Colaboradores,Empresa contratista,Newrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,RRHH,,Colaboradores,Empresa contratista,Newrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,RRHH,,Colaboradores,Empresa contratista,Newrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,RRHH,,Colaboradores,Empresa contratista,Newrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,RRHH,,Colaboradores,Empresa contratista,Newrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,RRHH,,Colaboradores,Empresa contratista,Newrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,